path,type,Language,translationOf,id,title,text,description,hebergements,state,image
idee-sejour/aufenthalt-plus/aufenthalt-in-einer-oko-unterkunft/aufenthalt-in-einer-oko-unterkunft,Image,,,aufenthalt-in-einer-oko-unterkunft,Aufenthalt in einer Öko-Unterkunft,,Hébergement écologique gîte et chambre d'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-plus/aufenthalt-in-einer-oko-unterkunft/aufenthalt-in-einer-oko-unterkunft
idee-sejour/aufenthalt-plus/aufenthalt-furs-baby/aufenthaltsidee-furs-baby,Vignette,,,aufenthaltsidee-furs-baby,Aufenthaltsidee Fürs Baby,,Aufenthalt Fürs Baby im Ferienhaus oder Gästezimmer,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-plus/aufenthalt-furs-baby/aufenthaltsidee-furs-baby
idee-sejour/aufenthalt-plus/aufenthalt-furs-baby/aufenthalt-furs-baby-plus,Image,,,aufenthalt-furs-baby-plus,Aufenthalt Fürs Baby Plus,,Ferienhäuser und Gästezimmer Fürs Baby - die kleine Hilfe für junge Familien,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-plus/aufenthalt-furs-baby/aufenthalt-furs-baby-plus
idee-sejour/aufenthalt-plus/aufenthalt-zuganglich-fur-alle/aufenthaltsidee-zuganglich-fur-alle,Vignette,,,aufenthaltsidee-zuganglich-fur-alle,Aufenthaltsidee Zugänglich für alle,,Aufenthalt Zugänglich für alle im Ferienhaus oder Gästezimmer,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-plus/aufenthalt-zuganglich-fur-alle/aufenthaltsidee-zuganglich-fur-alle
idee-sejour/aufenthalt-plus/aufenthalt-zuganglich-fur-alle/aufenthalt-zuganglich-fur-alle-plus,Image,,,aufenthalt-zuganglich-fur-alle-plus,Aufenthalt Zugänglich für alle Plus,,"Ferienhäuser und Gästezimmer Zugänglich für alle - gemeinsam erleben, auch wenn man anders ist",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-plus/aufenthalt-zuganglich-fur-alle/aufenthalt-zuganglich-fur-alle-plus
idee-sejour/aufenthalt-plus/aufenthalt-allergiefrei/aufenthaltsidee-allergiefrei,Vignette,,,aufenthaltsidee-allergiefrei,Aufenthaltsidee Allergiefrei,,Aufenthalt Allergie im Ferienhaus oder Gästezimmer,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-plus/aufenthalt-allergiefrei/aufenthaltsidee-allergiefrei
idee-sejour/aufenthalt-plus/aufenthalt-allergiefrei/aufenthalt-allergiefrei-plus,Image,,,aufenthalt-allergiefrei-plus,Aufenthalt Allergiefrei Plus,,Ferienhäuser und Gästezimmer Allergiefrei - Ferien in sauberer Umgebung,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-plus/aufenthalt-allergiefrei/aufenthalt-allergiefrei-plus
idee-sejour/aufenthalt-plus/aufenthalt-im-garten/aufenthalt-im-garten-plus,Image,,,aufenthalt-im-garten-plus,Aufenthalt im Garten Plus,,Ferienhäuser und Gästezimmer im Garten - ein Besuch in einem außergewöhnlichen Garten,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-plus/aufenthalt-im-garten/aufenthalt-im-garten-plus
idee-sejour/aufenthalt-plus/aufenthalt-im-garten/aufenthaltsidee-im-garten,Vignette,,,aufenthaltsidee-im-garten,Aufenthaltsidee im Garten,,Aufenthalt im Garten im Ferienhaus oder Gästezimmer,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-plus/aufenthalt-im-garten/aufenthaltsidee-im-garten
idee-sejour/aufenthalt-wellness,IdeeSejourFolder,de,idee-sejour/sejour-bien-etre,aufenthalt-wellness,Aufenthalt Wellness,,"
<p>Ferien sind die ideale Gelegenheit, sich etwas Gutes zu tun. Ein Aufenthalt in den Ferienhäusern und Gästezimmern Wellness bietet wertvolle Augenblicke, um sich fern vom Alltagsstress auf sich selbst zu besinnen und wieder Kraft zu tanken.</p>
",,publish,
idee-sejour/aufenthalt-wellness/aufenthalt-pflege-und-entspannung,IdeeSejour,de,idee-sejour/sejour-bien-etre/sejour-soins-et-relaxation,aufenthalt-pflege-und-entspannung,Aufenthalt Pflege und Entspannung,"
<p align=""center""><b><img src=""aufenthalt-pflege-und-entspannung"" alt=""Aufenthalt Pflege und Entspannung"" /></b></p>
<p></p>
<p align=""justify"">Ferien, das heißt Tapetenwechsel, andere Länder und Kulturen kennenlernen, aber auch Momente der Erholung und Entspannung.</p>
<p align=""justify"">Der Aufenthalt Pflege und Entspannung, der im Allgemeinen auf die Nutzung von Wasser oder entspannender Pflege ausgerichtet ist, bietet Balneotherapie, Massage, Sauna, aromatische Bäder und alles, was zu Wellness gehört.</p>
<p align=""justify"">Zu viel Stress im Alltag oder einfach nur die Suche nach einem Moment der Ruhe sind gute Gründe, wieder Kraft zu tanken, sich im eigenen Körper wohler zu fühlen und gestärkt in den Alltag zurückzukehren.</p>
","Die Aufenthalte Pflege und Entspannung laden Sie zu Ruhe, Entspannung und Selbstbesinnung ein.",289|384|241|387|818|1169|1196|1287|892|235|894|1550|1591|1592|1593|1594|1639,publish,
idee-sejour/aufenthalt-wellness/aufenthalt-pflege-und-entspannung/aufenthaltsidee-pflege-und-entspannung,Vignette,,,aufenthaltsidee-pflege-und-entspannung,Aufenthaltsidee Pflege und Entspannung,,Aufenthalt Pflege und Entspannung im Ferienhaus oder Gästezimmer,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-wellness/aufenthalt-pflege-und-entspannung/aufenthaltsidee-pflege-und-entspannung
idee-sejour/aufenthalt-wellness/aufenthalt-pflege-und-entspannung/aufenthalt-pflege-und-entspannung,Image,,,aufenthalt-pflege-und-entspannung,Aufenthalt Pflege und Entspannung,,Ferienhäuser und Gästezimmer Pflege und Entspannung - ein Augenblick des Wohlgefühls,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-wellness/aufenthalt-pflege-und-entspannung/aufenthalt-pflege-und-entspannung
idee-sejour/aufenthalt-wellness/aufenthalt-sauna-hammam-und-jacuzzi,IdeeSejour,de,idee-sejour/sejour-bien-etre/sejour-sauna-hammam-et-jacuzzi,aufenthalt-sauna-hammam-und-jacuzzi,"Aufenthalt Sauna, Hammam und Jacuzzi","
<p align=""center""><b><img src=""aufenthalt-sauna-hammam-und-jacuzzi"" alt=""Aufenthalt Sauna, Hammam und Jacuzzi"" /></b></p>
<p></p>
<p align=""justify""></p>
<p style=""text-align: justify;"">Saunas sind für ihre entspannende Wirkung bekannt und werden wegen der Stimulierung des Blutkreislaufs, Entschlackung und Lockerung der Muskulatur geschätzt. Jacuzzis bieten Entspannung total, da ihre massierenden Wasserdüsen auch noch die letzten Verspannungen durch den Stress des modernen Lebens auflösen. Wenn man alles versucht hat, um sich zu entspannen, und keine Methode anschlägt, dann ist es Zeit für einen Besuch im Hammam. Tauchen Sie ein in das Dampfbad, um Muskelspannungen abzubauen und Ihren Körper von Giftstoffen zu befreien.</p>
<p style=""text-align: justify;"">Es gibt also viele gute Gründe, um ein Ferienhaus oder Gästezimmer zu reservieren, das eine solche Einrichtung anbietet, und sich die Zeit zu nehmen, zu entspannen und zur Harmonie zurückzufinden.</p>
","Nutzen Sie die Wohltaten und entspannenden Wirkungen von Sauna, Hammam und Jacuzzi.",530|447|172|294|289|391|366|552|490|52|534|92|963|1042|1041|1040|1043|1044|414|415|669|670|394|856|773|881|696|902|898|1000|249|1010|127|648|387|830|829|828|826|827|825|824|820|192|831|781|818|1169|1195|1209|990|984|1157|1261|1270|1277|1278|1376|892|31|269|158|324|607|894|1549|1595|1596|1597|1598|1599|1591|1592|1593|1594|1585|1582|1583|1568|1611|1613|1626,publish,
idee-sejour/aufenthalt-wellness/aufenthalt-sauna-hammam-und-jacuzzi/aufenthaltsidee-sauna-hammam-und-jacuzzi,Vignette,,,aufenthaltsidee-sauna-hammam-und-jacuzzi,"Aufenthaltsidee Sauna, Hammam und Jacuzzi",,"Aufenthalt Sauna, Hammam und Jacuzzi im Ferienhaus oder Gästezimmer",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-wellness/aufenthalt-sauna-hammam-und-jacuzzi/aufenthaltsidee-sauna-hammam-und-jacuzzi
idee-sejour/aufenthalt-wellness/aufenthalt-sauna-hammam-und-jacuzzi/aufenthalt-sauna-hammam-und-jacuzzi,Image,,,aufenthalt-sauna-hammam-und-jacuzzi,"Aufenthalt Sauna, Hammam und Jacuzzi",,"Ferienhäuser und Gästezimmer Sauna, Hammam und Jacuzzi - Zeit sich zu entspannen und zur Harmonie zurückzufinden",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-wellness/aufenthalt-sauna-hammam-und-jacuzzi/aufenthalt-sauna-hammam-und-jacuzzi
idee-sejour/aufenthalt-wellness/aufenthalt-swimmingpool,IdeeSejour,de,idee-sejour/sejour-bien-etre/sejour-piscine,aufenthalt-swimmingpool,Aufenthalt Swimmingpool,"
<p align=""center""><b><img src=""aufenthalt-swimmingpool"" alt=""Aufenthalt Swimmingpool"" /></b></p>
<p>Es gibt natürlich Jahreszeiten und Jahre, die besser geeignet sind als andere, doch alle Kinder und nicht wenige Erwachsene werden Ihnen sagen, dass ein Swimmingpool im eigenen Haus viele Vorteile hat.</p>
<p>Bei einigen Gastgebern ist der Pool sogar beheizt und überdacht und deshalb das ganze Jahr über benutzbar. Vergessen Sie auf keinen Fall, Ihre Kinder nie aus den Augen zu lassen, vor allem wenn sie das Schwimmen noch lernen müssen oder Schwimmflügel benutzen.</p>
","Ein Swimmingpool ist in erster Linie zum Vergnügen da. Einige energische Schwimmzüge am Morgen, eine lustige Wasserschlacht, ein wenig im Wasser planschen - es ist so einfach, Spaß zu haben.",628|110|552|490|23|143|130|856|489|58|60|59|1007|84|127|276|387|781|558|1080|818|1169|1083|1252|1269|1282|1529|55|269|168|601|740|1554|1555|1578|1579|1595|1596|1597|1598|1599|1591|1592|1593|1594|1600|1601|1566|1568|1611|1625|1636|1637,publish,
idee-sejour/aufenthalt-wellness/aufenthalt-swimmingpool/aufenthaltsidee-swimmingpool,Vignette,,,aufenthaltsidee-swimmingpool,Aufenthaltsidee Swimmingpool,,Aufenthalt Swimmingpool im Ferienhaus oder Gästezimmer,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-wellness/aufenthalt-swimmingpool/aufenthaltsidee-swimmingpool
idee-sejour/aufenthalt-wellness/aufenthalt-swimmingpool/aufenthalt-swimmingpool,Image,,,aufenthalt-swimmingpool,Aufenthalt Swimmingpool,,Ferienhäuser und Gästezimmer Swimmingpool - wie ein Fisch im Wasser,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-wellness/aufenthalt-swimmingpool/aufenthalt-swimmingpool
idee-sejour/aufenthalt-wellness/aufenthalt-pflege-und-entspannung/aufenthaltsidee-pflege-und-entspannung,Vignette,,,aufenthaltsidee-pflege-und-entspannung,Aufenthaltsidee Pflege und Entspannung,,Aufenthalt Pflege und Entspannung im Ferienhaus oder Gästezimmer,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-wellness/aufenthalt-pflege-und-entspannung/aufenthaltsidee-pflege-und-entspannung
idee-sejour/aufenthalt-wellness/aufenthalt-pflege-und-entspannung/aufenthalt-pflege-und-entspannung,Image,,,aufenthalt-pflege-und-entspannung,Aufenthalt Pflege und Entspannung,,Ferienhäuser und Gästezimmer Pflege und Entspannung - ein Augenblick des Wohlgefühls,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-wellness/aufenthalt-pflege-und-entspannung/aufenthalt-pflege-und-entspannung
idee-sejour/aufenthalt-wellness/aufenthalt-sauna-hammam-und-jacuzzi/aufenthaltsidee-sauna-hammam-und-jacuzzi,Vignette,,,aufenthaltsidee-sauna-hammam-und-jacuzzi,"Aufenthaltsidee Sauna, Hammam und Jacuzzi",,"Aufenthalt Sauna, Hammam und Jacuzzi im Ferienhaus oder Gästezimmer",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-wellness/aufenthalt-sauna-hammam-und-jacuzzi/aufenthaltsidee-sauna-hammam-und-jacuzzi
idee-sejour/aufenthalt-wellness/aufenthalt-sauna-hammam-und-jacuzzi/aufenthalt-sauna-hammam-und-jacuzzi,Image,,,aufenthalt-sauna-hammam-und-jacuzzi,"Aufenthalt Sauna, Hammam und Jacuzzi",,"Ferienhäuser und Gästezimmer Sauna, Hammam und Jacuzzi - Zeit sich zu entspannen und zur Harmonie zurückzufinden",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-wellness/aufenthalt-sauna-hammam-und-jacuzzi/aufenthalt-sauna-hammam-und-jacuzzi
idee-sejour/aufenthalt-wellness/aufenthalt-swimmingpool/aufenthaltsidee-swimmingpool,Vignette,,,aufenthaltsidee-swimmingpool,Aufenthaltsidee Swimmingpool,,Aufenthalt Swimmingpool im Ferienhaus oder Gästezimmer,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-wellness/aufenthalt-swimmingpool/aufenthaltsidee-swimmingpool
idee-sejour/aufenthalt-wellness/aufenthalt-swimmingpool/aufenthalt-swimmingpool,Image,,,aufenthalt-swimmingpool,Aufenthalt Swimmingpool,,Ferienhäuser und Gästezimmer Swimmingpool - wie ein Fisch im Wasser,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-wellness/aufenthalt-swimmingpool/aufenthalt-swimmingpool
idee-sejour/aufenthalt-natur,IdeeSejourFolder,de,idee-sejour/sejour-nature,aufenthalt-natur,Aufenthalt Natur,,"
<p>Die Wallonie hatte eine abwechslungsreiche Landschaft zu bieten, Hügel, Täler, Wälder … Nutzen Sie Ihren Aufenthalt, um ordentlich frische Luft zu tanken und zu den einfachen Werten der Ardennen zurückzufinden.</p>
",,publish,
idee-sejour/aufenthalt-natur/aufenthalt-naturpark-und-naturschutzgebiet,IdeeSejour,de,idee-sejour/sejour-nature/sejour-parc-nature-et-reserve,aufenthalt-naturpark-und-naturschutzgebiet,Aufenthalt Naturpark und Naturschutzgebiet,"
<p align=""center""><b><img src=""aufenthalt-naturpark-und-naturschutzgebiet"" alt=""Aufenthalt Naturpark und Naturschutzgebiet"" /></b></p>
<p></p>
<p align=""justify""></p>
<p style=""text-align: justify;"">Ein Naturpark ist ein Gebiet von besonderem biologischem und ökologischem Interesse, das durch Maßnahmen in Übereinstimmung mit den Anforderungen der Bevölkerung und der wirtschaftlichen und sozialen Entwicklung geschützt wird. Er stellt also allen Menschen offen.</p>
<p>357 Gebiete sind als Naturschutzgebiete ausgewiesen, d.h. kleinere Gebiete, für die strenge Auflagen gelten. Einige Naturschutzgebiete sind, wenn auch unter Auflagen, frei zugänglich, andere begrenzt zugänglich und wieder andere (nur wenige) nicht zugänglich. Unter den Begriff Naturschutzgebiet fallen auch ""Feuchtgebiete von biologischem Interesse"" und ""unterirdische Höhlen von wissenschaftlichem Interesse"". In den Ferienhäusern und Gästezimmern Naturpark und Naturschutzgebiet, die in einem Naturpark oder in seiner Nähe liegen, sind alle erforderlichen Informationen erhältlich.</p>
<p class=""discreet"">Alles, was Sie über die Naturparks in der Wallonie wissen müssen:</p>
<ul><li>
<p class=""discreet""><a href=""http://www.parcsnaturelsdewallonie.be/"" target=""_blank"">Föderation der Naturparks der Wallonie</a></p>
</li></ul>
",Entdecken Sie die Naturschutzgebiete der Wallonie.,1037|324|153|183|149|172|72|954|1002|428|634|77|709|167|114|486|899|547|209|570|312|877|1041|1040|1043|1044|245|148|848|23|1029|1028|394|953|1031|1007|9|226|189|898|249|76|259|258|865|680|407|1010|241|3|326|1038|804|85|1001|648|589|42|1047|1071|263|494|40|814|986|674|673|1173|1183|1195|1207|1208|1251|1259|1260|1264|1270|1274|1275|1276|1277|1278|1282|1287|1288|1529|90|88|67|29|247|204|499|438|437|349|343|340|1535|649|586|799|753|742|726|725|721|678|917|913|1549|1551|1552|1553|1595|1596|1597|1598|1599|1602|1582|1583|1587|1575|1569|1566|1606|1611|1613|1621|1631|1638,publish,
idee-sejour/aufenthalt-natur/aufenthalt-naturpark-und-naturschutzgebiet/aufenthaltsidee-naturpark-und-naturschutzgebiet,Vignette,,,aufenthaltsidee-naturpark-und-naturschutzgebiet,Aufenthaltsidee Naturpark und Naturschutzgebiet,,Aufenthalt Naturpark und Naturschutzgebiet im Ferienhaus oder Gästezimmer,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-natur/aufenthalt-naturpark-und-naturschutzgebiet/aufenthaltsidee-naturpark-und-naturschutzgebiet
idee-sejour/aufenthalt-natur/aufenthalt-naturpark-und-naturschutzgebiet/aufenthalt-naturpark-und-naturschutzgebiet,Image,,,aufenthalt-naturpark-und-naturschutzgebiet,Aufenthalt Naturpark und Naturschutzgebiet,,Die Ferienhäuser und Gästezimmer Naturpark und Naturschutzgebiet - biologisch und ökologisch interessante geschützte Gebiete,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/aufenthalt-natur/aufenthalt-naturpark-und-naturschutzgebiet/aufenthalt-naturpark-und-naturschutzgebiet
idee-sejour/aufenthalt-natur/aufenthalt-ausflug,IdeeSejour,de,idee-sejour/sejour-nature/sejour-balade,aufenthalt-ausflug,Aufenthalt Ausflug,"
<p align=""center""><b><img src=""aufenthalt-ausflug"" alt=""Aufenthalt Ausflug"" /></b></p>
<p></p>
<p align=""justify""></p>
<p style=""text-align: justify;"">Viele Wanderwege führen durch die Wallonie und die Ardennen, sei es Hohlwege zwischen Feldern und Wiesen oder von Waldblättern bedeckte Pfade.</p>
<p style=""text-align: justify;"">Neben den zahlreichen Weitwanderwegen, die das Land durchziehen, haben nicht nur alle Gemeinden Wanderwege beschildert und Wanderkarten herausgegeben, sondern finden sich praktisch auch an jeder Kreuzung Wanderstreckenschilder.</p>
<p>In allen Ferienhäusern und Gästezimmern Gîtes de Wallonie erhalten Sie Ausflugskarten oder -strecken für die Familie oder im Freundeskreis. Bei einem Aufenthalt Ausflug werden Ihre Gastgeber Sie auch zur Teilnahme an in der Region organisierten Aktivitäten einladen oder Sie sogar auf unseren Wegen begleiten. Als nicht selten ausgebildete Naturführer oder auch nur Autodidakten führen sie Sie in die außergewöhnliche örtliche Fauna oder Flora ein.</p>
<p class=""discreet"">Alles, was Sie über Wanderwege in der Wallonie wissen müssen:</p>
<ul><li>
<p class=""discreet""><a href=""http://www.sentiers.be/"" target=""_blank"">Sentiers.be asbl</a></p>
</li></ul>
","Ausflüge, bei denen Sie das Tempo bestimmen, um eine wunderbare Natur zu erforschen.",1037|324|1004|172|289|429|709|736|118|143|130|58|60|59|139|1007|226|851|898|1000|199|241|1027|326|346|1047|40|814|558|149|1159|1184|1195|1207|1208|1209|17|949|1258|1268|1272|1282|1312|1313|1534|90|85|168|499|427|394|598|575|799|721|682|916|913|1273|1575|1603|1567|1606|1613|1616|1621|1332,publish,
